word,score
focus,81.74193548387096
mathew,5.741935483870968
assistant,76.58064516129032
optimus,5.032258064516129
lav,85.38709677419355
gfore,7.903225806451613
built,33.67741935483871
ryan,65.45161290322581
uniform,29.483870967741936
visor,6.838709677419355
12791,0.6451612903225806
abrasion,36.064516129032256
exceed,68.3225806451613
xcel,39.87096774193548
victoryband,0.03225806451612903
kirschbaum,3.5483870967741935
resin,76.58064516129032
18k,32.645161290322584
cheer,14.67741935483871
pvc,89.03225806451613
personalized,17.258064516129032
128,42.225806451612904
clover,36.45161290322581
wsf,0.9354838709677419
warranty,79.51612903225806
6pk,0.3225806451612903
135,16.967741935483872
thing,83.54838709677419
straightening,2.064516129032258
devise,2.7096774193548385
empty,33.225806451612904
pet,45.774193548387096
ca,82.51612903225806
granite,83.41935483870968
cloudtilt,4.161290322580645
ivory,69.6774193548387
amplifier,7.258064516129032
eclipse,18.870967741935484
flower,84.48387096774194
turino,5.419354838709677
millar,71.29032258064517
miler,45.54838709677419
913,28.0
shox,87.03225806451613
skyrocket,6.129032258064516
metcon,30.225806451612904
scoot,64.51612903225806
medd,0.9354838709677419
sho,68.90322580645162
rocket,82.19354838709677
huarache,2.096774193548387
melo,18.225806451612904
vulc,43.225806451612904
pounce,79.48387096774194
park,83.41935483870968
repair,17.580645161290324
dirty,4.290322580645161
chocolate,87.7741935483871
thrill,1.3870967741935485
extent,1.1935483870967742
dribble,1.0
motus,11.451612903225806
vomero,81.74193548387096
005,21.387096774193548
terrex,26.096774193548388
hut,23.129032258064516
childhood,6.645161290322581
dream,44.70967741935484
smart,91.16129032258064
sonic,38.193548387096776
samoa,3.225806451612903
jones,85.2258064516129
trac,63.32258064516129
systm,2.0
reflect,80.16129032258064
curry,85.90322580645162
noah,48.96774193548387
shattered,6.612903225806452
backboard,1.6129032258064515
capsule,3.903225806451613
food,87.70967741935483
amg,65.2258064516129
dancing,81.54838709677419
killshot,28.774193548387096
baroque,80.96774193548387
geometric,36.41935483870968
famotidine,17.612903225806452
orion,86.64516129032258
2650,6.032258064516129
purchase,74.25806451612904
kraton,1.0
flyknit,1.0
bicon,0.1935483870967742
sneak,12.709677419354838
globe,80.61290322580645
hitec,1.0
feature,59.0
surfing,10.483870967741936
reef,21.35483870967742
racetrack,2.193548387096774
sne,5.483870967741935
trofeo,16.161290322580644
sway,35.74193548387097
seavees,0.1935483870967742
remanufactured,0.3870967741935484
killer,81.45161290322581
bnib,0.967741935483871
301,76.70967741935483
nori,26.806451612903224
seaweed,41.38709677419355
sala,61.193548387096776
beluga,4.032258064516129
rugged,16.258064516129032
trident,29.93548387096774
aap,84.83870967741936
rocky,84.64516129032258
gabbia,1.2903225806451613
711,19.032258064516128
absorbing,2.903225806451613
rsx,0.22580645161290322
boy,84.35483870967742
mod,62.903225806451616
available,28.580645161290324
driving,38.58064516129032
tiempo,48.16129032258065
vin,4.612903225806452
204,1.0
skid,5.290322580645161
pump,84.3225806451613
vent,17.419354838709676
inferno,6.0
hydrangea,5.096774193548387
patent,38.774193548387096
indestructible,1.2258064516129032
vince,18.193548387096776
fletcher,22.451612903225808
dust,82.35483870967742
breaker,79.41935483870968
candy,75.0
oem,19.838709677419356
204l,0.967741935483871
mushroom,37.16129032258065
horizon,91.2258064516129
thread,64.29032258064517
fisherman,9.03225806451613
nrg,6.774193548387097
kiy,1.0
ref,12.451612903225806
mesa,89.83870967741936
411,7.774193548387097
cgs,3.5806451612903225
enzo,37.225806451612904
written,79.2258064516129
palos,17.838709677419356
thief,33.064516129032256
cycling,82.12903225806451
toyota,90.74193548387096
tacoma,75.09677419354838
mud,37.03225806451613
flap,18.29032258064516
baseline,11.516129032258064
shocking,90.45161290322581
seal,85.80645161290323
eqt,1.7741935483870968
electrical,74.35483870967742
hazard,16.516129032258064
decon,3.032258064516129
5513,0.967741935483871
camel,83.35483870967742
mcqueen,4.096774193548387
little,84.45161290322581
practical,4.516129032258065
prevail,5.774193548387097
chukka,2.096774193548387
wallace,44.38709677419355
aspire,37.354838709677416
lava,86.96774193548387
united,56.96774193548387
thong,2.064516129032258
hey,8.225806451612904
dude,2.870967741935484
wally,1.0
jute,25.903225806451612
ultraboost,10.516129032258064
530,86.09677419354838
tempest,29.677419354838708
packer,21.322580645161292
female,17.06451612903226
charging,6.612903225806452
iphone,91.70967741935483
ford,34.064516129032256
lifter,9.483870967741936
propulsion,4.064516129032258
apl,15.548387096774194
everyday,73.61290322580645
450,36.516129032258064
fir,59.516129032258064
olympics,18.322580645161292
embossed,1.7741935483870968
halloween,64.19354838709677
chucky,3.5483870967741935
horror,36.87096774193548
caitlin,6.870967741935484
cam,68.7741935483871
kendall,89.0
takashi,12.064516129032258
murakami,23.93548387096774
onetouch,4.258064516129032
10000,89.70967741935483
168,35.516129032258064
kurtz,7.064516129032258
detail,46.87096774193548
centering,1.8709677419354838
rigid,10.548387096774194
fried,81.61290322580645
855,4.774193548387097
collegiate,4.419354838709677
least,74.2258064516129
2526,3.5483870967741935
sps,15.0
811,6.064516129032258
nestle,19.903225806451612
dairy,74.96774193548387
isle,4.67741935483871
pepsi,2.096774193548387
ufc,17.419354838709676
ever,14.741935483870968
min,77.45161290322581
fame,10.774193548387096
monopoly,8.548387096774194
sasaki,1.0
cruz,59.225806451612904
judge,74.58064516129032
mascot,23.774193548387096
251,8.774193548387096
205,21.967741935483872
josh,46.064516129032256
hamilton,75.96774193548387
1165,4.580645161290323
woodhaven,7.870967741935484
elevated,82.93548387096774
manning,70.09677419354838
carmello,1.0
payton,43.32258064516129
kansa,11.03225806451613
firework,30.93548387096774
near,79.25806451612904
bb6,2.032258064516129
mariner,82.35483870967742
bill,87.70967741935483
meijer,3.903225806451613
rummikub,0.967741935483871
tile,17.741935483870968
engraved,5.548387096774194
popup,8.903225806451612
1265,1.0
actual,72.93548387096774
1957,8.35483870967742
opening,34.58064516129032
chipper,0.9354838709677419
find,88.58064516129032
shohei,1.1935483870967742
marvel,77.2258064516129
gg1,0.6774193548387096
1253,4.548387096774194
renata,83.6774193548387
galasso,1.967741935483871
1915,28.741935483870968
cracker,28.322580645161292
sharp,78.0
reserve,36.29032258064516
coming,83.19354838709677
rink,75.93548387096774
bogo,43.354838709677416
sportscaster,1.5806451612903225
disco,88.90322580645162
1951,5.451612903225806
demand,53.806451612903224
lion,84.80645161290323
puzzle,56.483870967741936
1819,1.032258064516129
spana,2.2903225806451615
1217,12.870967741935484
501750,0.06451612903225806
726,38.225806451612904
messier,10.935483870967742
canuck,9.129032258064516
oiler,10.096774193548388
264,83.09677419354838
afl,45.225806451612904
listing,38.03225806451613
celebration,25.580645161290324
negro,75.87096774193549
larry,21.70967741935484
molten,2.935483870967742
1330,1.0
416,15.451612903225806
1800,88.2258064516129
ccc,53.0
1162,5.483870967741935
freeshipping,0.41935483870967744
valvoline,84.41935483870968
traks,1.032258064516129
184,1.3870967741935485
history,72.0
ignite,80.41935483870968
hky,0.6129032258064516
dzxxx,0.03225806451612903
hawkeyes,1.064516129032258
amazing,82.09677419354838
relic,15.0
lazer,26.64516129032258
greatest,7.838709677419355
studio,88.2258064516129
cardboard,3.064516129032258
juventus,7.580645161290323
141,3.032258064516129
debut,6.451612903225806
cincinnati,34.96774193548387
tough,4.193548387096774
bcp,4.096774193548387
